国家代码,时间,大类项目代码,是否为东道国,某年整个奥林匹克参与人次,某年整个大类参与人次,某年某国某大类参与人次,该大类项目的细分项目event数量,该国该项目运动员金牌获奖频率,该国该项目运动员银牌获奖频率,该国该项目运动员铜牌获奖频率,明星运动员个数,新星运动员个数,平均运动生涯时间,实际当年其国某项目金牌数量,实际当年其国某项目银牌数量,实际当年其国某项目铜牌数量
CZE,2012,BKB,0,12541,266,11,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CZE,2012,SWM,0,12541,1530,9,9,0.0,0.0,0.0,0,0,0.0,0,0,0
CZE,2012,VBV,0,12541,117,6,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CZE,2012,TEN,0,12541,270,14,5,0.0,0.05263157894736842,0.02631578947368421,0,0,4.0,0,2,0
CZE,2012,SWA,0,12541,115,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CZE,2012,SAL,0,12541,340,4,4,0.0,0.08333333333333333,0.0,4,0,0.0,0,0,0
CZE,2012,TRI,0,12541,109,4,2,0.0,0.0,0.08333333333333333,0,0,0.0,0,0,0
CZE,2012,BOX,0,12541,256,1,1,0.0,0.16666666666666666,0.0,0,0,0.0,0,0,0
CZE,2012,MTB,0,12541,77,4,2,0.0,0.0,0.0,0,0,0.0,1,0,0
CZE,2012,MPN,0,12541,72,3,2,0.0,0.0,0.16666666666666666,3,0,0.0,1,0,0
CZE,2012,CSP,0,12541,326,6,2,0.06451612903225806,0.0,0.0,0,0,0.0,0,0,4
CZE,2012,GTR,0,12541,32,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CZE,2012,TTE,0,12541,233,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CZE,2012,SHO,0,12541,559,15,10,0.03636363636363636,0.05454545454545454,0.05454545454545454,22,15,0.0,0,0,1
CZE,2012,CSL,0,12541,84,6,4,0.06451612903225806,0.16129032258064516,0.12903225806451613,13,5,0.0,0,1,0
CZE,2012,BMX,0,12541,48,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CZE,2012,JUD,0,12541,384,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
CZE,2012,CTR,0,12541,229,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CZE,2012,GAR,0,12541,845,10,10,0.0,0.0,0.0,0,0,0.0,0,0,0
CZE,2012,BDM,0,12541,178,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CZE,2012,WLF,0,12541,252,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CZE,2012,WRG,0,12541,135,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DEN,2012,SHO,0,12541,559,6,4,0.03286384976525822,0.04225352112676056,0.046948356807511735,0,0,0.0,0,1,0
DEN,2012,CRD,0,12541,270,6,2,0.041666666666666664,0.05,0.03333333333333333,0,0,0.0,0,0,0
DEN,2012,ROW,0,12541,538,10,5,0.11707317073170732,0.03902439024390244,0.16585365853658537,18,8,4.0,2,1,4
DEN,2012,TTE,0,12541,233,3,2,0.0,0.0,0.3333333333333333,3,0,0.0,0,0,0
DEN,2012,SAL,0,12541,340,10,8,0.15894039735099338,0.152317880794702,0.08609271523178808,18,6,0.0,0,1,2
DEN,2012,CSP,0,12541,326,10,6,0.05128205128205128,0.10256410256410256,0.11538461538461539,5,5,0.0,0,0,0
DEN,2012,SWM,0,12541,1530,28,16,0.010050251256281407,0.04522613065326633,0.02512562814070352,9,0,0.0,0,0,0
DEN,2012,BDM,0,12541,178,11,5,0.02127659574468085,0.02127659574468085,0.06382978723404255,9,0,4.0,0,2,2
DEN,2012,HBL,0,12541,307,25,2,0.45,0.0,0.0,14,0,0.0,0,0,0
DEN,2012,ATH,0,12541,2246,6,6,0.0,0.015306122448979591,0.015306122448979591,5,0,0.0,0,0,0
DEN,2012,VBV,0,12541,117,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DEN,2012,ARC,0,12541,197,6,2,0.0,0.0,0.0,0,0,0.0,0,0,0
DEN,2012,CTR,0,12541,229,6,2,0.0784313725490196,0.08823529411764706,0.11764705882352941,6,6,0.0,1,0,0
DEN,2012,TRI,0,12541,109,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DEN,2012,GTR,0,12541,32,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DEN,2012,EDR,0,12541,78,7,2,0.0,0.05084745762711865,0.05084745762711865,6,6,0.0,0,0,0
DEN,2012,WRG,0,12541,135,2,2,0.024096385542168676,0.03614457831325301,0.08433734939759036,0,0,0.0,0,0,0
DEN,2012,BMX,0,12541,48,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DEN,2012,TEN,0,12541,270,1,1,0.0,0.02564102564102564,0.0,0,0,0.0,0,0,0
DJI,2012,ATH,0,12541,2246,2,2,0.0,0.0,0.0625,0,0,4.0,0,0,0
DJI,2012,TTE,0,12541,233,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DJI,2012,SWM,0,12541,1530,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DMA,2012,ATH,0,12541,2246,2,2,0.0,0.0,0.0,0,0,16.0,0,0,0
DOM,2012,VVO,0,12541,268,8,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DOM,2012,BOX,0,12541,256,2,2,0.03225806451612903,0.0,0.0,5,0,0.0,0,0,0
DOM,2012,WLF,0,12541,252,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
DOM,2012,ATH,0,12541,2246,11,7,0.03225806451612903,0.0,0.0,5,0,0.0,1,1,0
DOM,2012,VBV,0,12541,117,1,1,0.0,0.0,0.16666666666666666,0,0,0.0,0,0,0
DOM,2012,JUD,0,12541,384,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DOM,2012,TTE,0,12541,233,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DOM,2012,SWM,0,12541,1530,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
DOM,2012,TKW,0,12541,128,1,1,0.0,0.5,0.0,1,0,0.0,0,0,0
DOM,2012,GAR,0,12541,845,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
DOM,2012,SHO,0,12541,559,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ECU,2012,ATH,0,12541,2246,13,11,0.03125,0.03125,0.0,7,0,4.0,0,0,0
ECU,2012,WRF,0,12541,204,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ECU,2012,SWM,0,12541,1530,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
ECU,2012,WLF,0,12541,252,4,4,0.0,0.0,0.0,0,0,0.0,0,0,0
ECU,2012,TRI,0,12541,109,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ECU,2012,BOX,0,12541,256,7,7,0.0,0.0,0.0,0,0,0.0,0,0,0
ECU,2012,CSP,0,12541,326,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ECU,2012,BMX,0,12541,48,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ECU,2012,JUD,0,12541,384,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ECU,2012,CRD,0,12541,270,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ECU,2012,WRG,0,12541,135,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ECU,2012,SHO,0,12541,559,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ECU,2012,EVE,0,12541,134,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,2012,WRG,0,12541,135,7,7,0.0392156862745098,0.0196078431372549,0.0392156862745098,3,0,0.0,0,1,0
EGY,2012,SWA,0,12541,115,10,2,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,2012,WLF,0,12541,252,8,7,0.07692307692307693,0.03076923076923077,0.03076923076923077,0,0,0.0,0,0,0
EGY,2012,ATH,0,12541,2246,7,7,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,2012,FEN,0,12541,343,16,8,0.0,0.0,0.0,0,0,0.0,0,1,0
EGY,2012,FBL,0,12541,388,13,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,2012,ROW,0,12541,538,5,3,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,2012,TTE,0,12541,233,10,4,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,2012,SHO,0,12541,559,7,6,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,2012,JUD,0,12541,384,5,5,0.0,0.037037037037037035,0.037037037037037035,4,0,0.0,0,0,0
EGY,2012,SWM,0,12541,1530,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,2012,SAL,0,12541,340,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,2012,WRF,0,12541,204,4,4,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,2012,MPN,0,12541,72,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,2012,ARC,0,12541,197,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,2012,GAR,0,12541,845,13,11,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,2012,TKW,0,12541,128,4,4,0.0,0.0,0.125,4,0,0.0,0,0,0
EGY,2012,EJP,0,12541,132,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,2012,BOX,0,12541,256,5,5,0.0,0.016129032258064516,0.03225806451612903,6,0,0.0,0,0,0
EGY,2012,BDM,0,12541,178,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,2012,GRY,0,12541,92,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,2012,CSP,0,12541,326,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ESA,2012,SWM,0,12541,1530,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ESA,2012,JUD,0,12541,384,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ESA,2012,CRD,0,12541,270,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ESA,2012,ATH,0,12541,2246,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ESA,2012,ROW,0,12541,538,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ESA,2012,SHO,0,12541,559,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ESA,2012,WLF,0,12541,252,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GEQ,2012,ATH,0,12541,2246,2,2,0.0,0.0,0.0,0,0,4.0,0,0,0
ERI,2012,ATH,0,12541,2246,6,6,0.0,0.0,0.09090909090909091,4,0,4.0,0,0,0
ERI,2012,CRD,0,12541,270,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EST,2012,SWM,0,12541,1530,4,4,0.0,0.0,0.0,0,0,0.0,0,0,0
EST,2012,WRG,0,12541,135,2,2,0.0967741935483871,0.0,0.12903225806451613,0,0,0.0,0,1,0
EST,2012,SAL,0,12541,340,5,5,0.0,0.0,0.5,0,0,0.0,0,0,0
EST,2012,ROW,0,12541,538,5,2,0.0,0.12,0.0,13,7,0.0,0,0,0
EST,2012,ATH,0,12541,2246,11,9,0.02857142857142857,0.014285714285714285,0.02857142857142857,25,0,0.0,0,0,1
EST,2012,CRD,0,12541,270,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
EST,2012,BDM,0,12541,178,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EST,2012,FEN,0,12541,343,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EST,2012,JUD,0,12541,384,1,1,0.0,0.0,0.42857142857142855,2,0,0.0,0,0,0
EST,2012,ARC,0,12541,197,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EST,2012,SHO,0,12541,559,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ETH,2012,ATH,0,12541,2246,28,12,0.12413793103448276,0.041379310344827586,0.09655172413793103,30,16,4.0,3,1,3
ETH,2012,SWM,0,12541,1530,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FSM,2012,SWM,0,12541,1530,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FSM,2012,WRG,0,12541,135,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FSM,2012,ATH,0,12541,2246,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FSM,2012,WLF,0,12541,252,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FIJ,2012,ATH,0,12541,2246,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FIJ,2012,SWM,0,12541,1530,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FIJ,2012,ARC,0,12541,197,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FIJ,2012,SHO,0,12541,559,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FIJ,2012,WLF,0,12541,252,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FIJ,2012,JUD,0,12541,384,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,2012,WRG,0,12541,135,2,2,0.11176470588235295,0.12941176470588237,0.11176470588235295,2,0,0.0,0,0,0
FIN,2012,WLF,0,12541,252,1,1,0.017857142857142856,0.0,0.03571428571428571,0,0,0.0,0,0,0
FIN,2012,ATH,0,12541,2246,16,14,0.10631229235880399,0.06976744186046512,0.05149501661129568,14,0,0.0,0,0,1
FIN,2012,SAL,0,12541,340,9,7,0.025423728813559324,0.059322033898305086,0.17796610169491525,0,0,0.0,0,1,3
FIN,2012,CSP,0,12541,326,2,2,0.08333333333333333,0.023809523809523808,0.05952380952380952,0,0,0.0,0,0,0
FIN,2012,SHO,0,12541,559,6,6,0.015810276679841896,0.043478260869565216,0.10276679841897234,19,11,0.0,0,0,0
FIN,2012,JUD,0,12541,384,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,2012,EDR,0,12541,78,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,2012,SWM,0,12541,1530,14,14,0.0,0.006711409395973154,0.020134228187919462,0,0,0.0,0,0,0
FIN,2012,BDM,0,12541,178,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,2012,TKW,0,12541,128,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,2012,TEN,0,12541,270,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,2012,CRD,0,12541,270,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,2012,GAR,0,12541,845,4,4,0.038461538461538464,0.06153846153846154,0.15384615384615385,0,0,0.0,0,0,0
FRA,2012,ATH,0,12541,2246,51,28,0.01218369259606373,0.033739456419868794,0.05154639175257732,86,41,0.0,1,1,4
FRA,2012,HBL,0,12541,307,27,2,0.13043478260869565,0.0,0.1391304347826087,26,26,0.0,15,0,0
FRA,2012,FBL,0,12541,388,17,1,0.10126582278481013,0.10126582278481013,0.0,0,0,0.0,0,0,0
FRA,2012,MTB,0,12541,77,5,2,0.17647058823529413,0.058823529411764705,0.058823529411764705,8,4,0.0,1,0,0
FRA,2012,SWM,0,12541,1530,54,25,0.007054673721340388,0.03527336860670194,0.047619047619047616,81,45,0.0,9,6,6
FRA,2012,ROW,0,12541,538,14,5,0.042352941176470586,0.10823529411764705,0.11058823529411765,36,18,0.0,0,2,0
FRA,2012,FEN,0,12541,343,19,8,0.18382352941176472,0.12941176470588237,0.12941176470588237,33,15,0.0,0,0,0
FRA,2012,BOX,0,12541,256,5,5,0.030303030303030304,0.05303030303030303,0.05303030303030303,13,8,0.0,0,0,0
FRA,2012,BKB,0,12541,266,23,2,0.0,0.2765957446808511,0.0,0,0,0.0,0,12,0
FRA,2012,CTR,0,12541,229,11,8,0.14576271186440679,0.09152542372881356,0.07796610169491526,27,13,0.0,0,5,0
FRA,2012,CSP,0,12541,326,9,6,0.012048192771084338,0.04819277108433735,0.12048192771084337,13,13,0.0,0,0,0
FRA,2012,SAL,0,12541,340,15,10,0.08605341246290801,0.11572700296735905,0.13056379821958458,28,13,0.0,0,0,1
FRA,2012,WRG,0,12541,135,4,4,0.020202020202020204,0.020202020202020204,0.030303030303030304,5,5,0.0,0,0,1
FRA,2012,TEN,0,12541,270,11,4,0.1,0.075,0.10833333333333334,13,0,4.0,0,2,2
FRA,2012,GAR,0,12541,845,43,12,0.005330490405117271,0.01812366737739872,0.03731343283582089,73,35,0.0,0,0,1
FRA,2012,CRD,0,12541,270,9,4,0.11602209944751381,0.027624309392265192,0.08839779005524862,0,0,0.0,0,0,0
FRA,2012,DIV,0,12541,181,5,3,0.0,0.014705882352941176,0.0,0,0,0.0,0,0,0
FRA,2012,SHO,0,12541,559,22,13,0.029411764705882353,0.061274509803921566,0.06862745098039216,18,0,0.0,0,1,1
FRA,2012,JUD,0,12541,384,14,14,0.09615384615384616,0.07692307692307693,0.18269230769230768,26,13,0.0,2,0,5
FRA,2012,BMX,0,12541,48,5,2,0.25,0.25,0.0,4,4,0.0,0,0,0
FRA,2012,MPN,0,12541,72,3,2,0.0,0.0,0.07894736842105263,0,0,0.0,0,0,0
FRA,2012,TRI,0,12541,109,6,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FRA,2012,WLF,0,12541,252,4,3,0.07563025210084033,0.025210084033613446,0.03361344537815126,4,0,0.0,0,0,0
FRA,2012,CSL,0,12541,84,5,4,0.10204081632653061,0.061224489795918366,0.1836734693877551,11,0,0.0,2,0,0
FRA,2012,EJP,0,12541,132,8,2,0.07352941176470588,0.09558823529411764,0.10294117647058823,0,0,0.0,0,0,0
FRA,2012,ARC,0,12541,197,7,3,0.06796116504854369,0.23300970873786409,0.1553398058252427,8,8,0.0,0,0,0
FRA,2012,TKW,0,12541,128,2,2,0.0,0.125,0.375,6,0,0.0,0,1,1
FRA,2012,EVE,0,12541,134,10,2,0.06140350877192982,0.008771929824561403,0.043859649122807015,10,0,0.0,0,0,0
FRA,2012,SWA,0,12541,115,2,1,0.0,0.0,0.06060606060606061,0,0,0.0,0,0,0
FRA,2012,GRY,0,12541,92,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FRA,2012,BDM,0,12541,178,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FRA,2012,TTE,0,12541,233,3,2,0.0,0.03225806451612903,0.06451612903225806,0,0,0.0,0,0,0
FRA,2012,EDR,0,12541,78,1,1,0.09722222222222222,0.09722222222222222,0.027777777777777776,0,0,0.0,0,0,0
FRA,2012,WRF,0,12541,204,2,2,0.023529411764705882,0.023529411764705882,0.058823529411764705,4,0,0.0,0,0,0
FRA,2012,GTR,0,12541,32,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GAB,2012,FBL,0,12541,388,7,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GAB,2012,ATH,0,12541,2246,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GAB,2012,JUD,0,12541,384,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GAB,2012,VBV,0,12541,117,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GAB,2012,BOX,0,12541,256,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GAB,2012,TKW,0,12541,128,1,1,0.0,0.0,0.0,0,0,0.0,0,1,0
GAM,2012,ATH,0,12541,2246,2,2,0.0,0.0,0.0,0,0,8.0,0,0,0
GEO,2012,SWM,0,12541,1530,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GEO,2012,JUD,0,12541,384,7,7,0.08695652173913043,0.043478260869565216,0.08695652173913043,14,0,0.0,1,0,0
GEO,2012,TEN,0,12541,270,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GEO,2012,WRG,0,12541,135,6,6,0.05555555555555555,0.05555555555555555,0.1111111111111111,9,0,0.0,0,1,1
GEO,2012,ARC,0,12541,197,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GEO,2012,ATH,0,12541,2246,4,4,0.0,0.0,0.0,0,0,0.0,0,0,0
GEO,2012,WRF,0,12541,204,7,7,0.058823529411764705,0.0,0.23529411764705882,4,4,0.0,0,2,2
GEO,2012,GTR,0,12541,32,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GEO,2012,WLF,0,12541,252,3,3,0.1111111111111111,0.0,0.1111111111111111,2,0,0.0,0,0,0
GEO,2012,CRD,0,12541,270,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GEO,2012,SHO,0,12541,559,2,2,0.0,0.0,0.1111111111111111,1,0,0.0,0,0,0
GER,2012,ROW,0,12541,538,47,14,0.22459893048128343,0.13636363636363635,0.17914438502673796,86,43,0.0,13,4,0
GER,2012,EJP,0,12541,132,8,2,0.36923076923076925,0.03076923076923077,0.13846153846153847,7,0,0.0,0,0,0
GER,2012,CSL,0,12541,84,5,4,0.09090909090909091,0.045454545454545456,0.11363636363636363,13,0,0.0,0,1,1
GER,2012,VVO,0,12541,268,10,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GER,2012,CRD,0,12541,270,13,4,0.045454545454545456,0.07272727272727272,0.05454545454545454,9,0,0.0,0,2,0
GER,2012,CTR,0,12541,229,13,8,0.16,0.12666666666666668,0.12,25,8,0.0,2,1,3
GER,2012,EVE,0,12541,134,10,2,0.14925373134328357,0.19402985074626866,0.16417910447761194,5,5,0.0,6,0,1
GER,2012,FEN,0,12541,343,23,9,0.07480314960629922,0.05905511811023622,0.13385826771653545,25,10,0.0,0,1,4
GER,2012,BMX,0,12541,48,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GER,2012,EDR,0,12541,78,7,2,0.5423728813559322,0.15254237288135594,0.13559322033898305,12,6,0.0,0,3,0
GER,2012,ATH,0,12541,2246,74,33,0.028708133971291867,0.07177033492822966,0.0729665071770335,109,0,0.0,1,4,3
GER,2012,TEN,0,12541,270,12,5,0.11904761904761904,0.14285714285714285,0.07142857142857142,4,0,4.0,0,0,0
GER,2012,TRI,0,12541,109,6,2,0.06666666666666667,0.06666666666666667,0.0,6,0,0.0,0,0,0
GER,2012,GRY,0,12541,92,7,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GER,2012,GAR,0,12541,845,49,13,0.0807899461400359,0.01615798922800718,0.03231597845601436,39,39,0.0,0,3,0
GER,2012,SAL,0,12541,340,11,8,0.07936507936507936,0.09523809523809523,0.12698412698412698,11,11,0.0,0,0,0
GER,2012,SWM,0,12541,1530,54,26,0.039627039627039624,0.1351981351981352,0.1864801864801865,78,36,0.0,0,1,0
GER,2012,SHO,0,12541,559,23,14,0.047619047619047616,0.047619047619047616,0.06547619047619048,40,19,0.0,0,0,0
GER,2012,JUD,0,12541,384,11,11,0.04838709677419355,0.016129032258064516,0.1774193548387097,23,0,0.0,0,2,2
GER,2012,TTE,0,12541,233,10,4,0.0,0.11904761904761904,0.023809523809523808,9,9,0.0,0,0,4
GER,2012,CSP,0,12541,326,22,12,0.38311688311688313,0.2597402597402597,0.14935064935064934,37,18,0.0,5,4,3
GER,2012,HOC,0,12541,341,30,2,0.2024793388429752,0.15702479338842976,0.19008264462809918,61,32,0.0,16,0,0
GER,2012,DIV,0,12541,181,12,6,0.047619047619047616,0.09523809523809523,0.0873015873015873,28,15,0.0,0,0,0
GER,2012,GTR,0,12541,32,2,2,0.16666666666666666,0.0,0.16666666666666666,2,0,0.0,0,0,0
GER,2012,WRF,0,12541,204,3,3,0.015384615384615385,0.06153846153846154,0.046153846153846156,0,0,0.0,0,0,0
GER,2012,TKW,0,12541,128,2,2,0.0,0.14285714285714285,0.0,0,0,0.0,0,0,1
GER,2012,BDM,0,12541,178,6,4,0.0,0.0,0.0,0,0,0.0,0,0,0
GER,2012,MTB,0,12541,77,4,2,0.058823529411764705,0.0,0.058823529411764705,10,0,0.0,0,1,0
GER,2012,MPN,0,12541,72,4,2,0.05,0.0,0.025,4,0,0.0,0,0,0
GER,2012,BOX,0,12541,256,4,4,0.047619047619047616,0.13095238095238096,0.13095238095238096,4,0,0.0,0,0,0
GER,2012,ARC,0,12541,197,2,2,0.0,0.10714285714285714,0.10714285714285714,0,0,0.0,0,0,0
GER,2012,WLF,0,12541,252,5,4,0.07317073170731707,0.08536585365853659,0.14634146341463414,5,0,0.0,0,0,0
GER,2012,WRG,0,12541,135,1,1,0.047058823529411764,0.16470588235294117,0.09411764705882353,3,0,0.0,0,0,0
GER,2012,VBV,0,12541,117,8,2,0.05,0.05,0.1,0,0,7.0,2,0,0
GHA,2012,WLF,0,12541,252,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GHA,2012,ATH,0,12541,2246,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GHA,2012,VBV,0,12541,117,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GHA,2012,BOX,0,12541,256,2,2,0.0,0.02631578947368421,0.05263157894736842,0,0,0.0,0,0,0
GHA,2012,JUD,0,12541,384,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,2012,BKB,0,12541,266,24,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,2012,BOX,0,12541,256,9,9,0.07602339181286549,0.05847953216374269,0.1111111111111111,6,5,0.0,2,1,1
GBR,2012,BDM,0,12541,178,4,3,0.0,0.0392156862745098,0.0392156862745098,11,0,0.0,0,0,0
GBR,2012,ATH,0,12541,2246,88,42,0.04825737265415549,0.08780160857908847,0.07707774798927614,96,48,0.0,4,1,1
GBR,2012,SWM,0,12541,1530,81,34,0.02689486552567237,0.044009779951100246,0.0647921760391198,92,55,0.0,0,1,2
GBR,2012,FBL,0,12541,388,33,2,0.3050847457627119,0.06779661016949153,0.00847457627118644,0,0,0.0,0,0,0
GBR,2012,SWA,0,12541,115,11,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,2012,CRD,0,12541,270,13,4,0.005291005291005291,0.14285714285714285,0.021164021164021163,9,9,0.0,1,1,1
GBR,2012,JUD,0,12541,384,14,14,0.0,0.07865168539325842,0.10112359550561797,0,0,0.0,0,1,1
GBR,2012,TTE,0,12541,233,8,4,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,2012,VVO,0,12541,268,22,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,2012,HOC,0,12541,341,29,2,0.13712374581939799,0.0802675585284281,0.22073578595317725,0,0,0.0,0,0,16
GBR,2012,TEN,0,12541,270,13,5,0.19327731092436976,0.17647058823529413,0.15966386554621848,0,0,4.0,1,2,0
GBR,2012,DIV,0,12541,181,16,8,0.0,0.018867924528301886,0.025157232704402517,8,0,0.0,0,0,1
GBR,2012,ROW,0,12541,538,46,13,0.16061185468451242,0.1950286806883365,0.05736137667304015,72,39,0.0,10,6,12
GBR,2012,EDR,0,12541,78,7,2,0.0,0.0,0.0,0,0,0.0,4,0,1
GBR,2012,FEN,0,12541,343,18,7,0.002403846153846154,0.06490384615384616,0.0,0,0,0.0,0,0,0
GBR,2012,SAL,0,12541,340,14,10,0.27235772357723576,0.16260162601626016,0.0975609756097561,28,13,0.0,1,7,0
GBR,2012,CSP,0,12541,326,14,9,0.006802721088435374,0.0,0.02040816326530612,9,5,0.0,1,0,2
GBR,2012,EJP,0,12541,132,8,2,0.036585365853658534,0.07317073170731707,0.10975609756097561,0,0,0.0,4,0,0
GBR,2012,SHO,0,12541,559,16,12,0.08069164265129683,0.1037463976945245,0.09221902017291066,0,0,0.0,1,0,0
GBR,2012,TRI,0,12541,109,5,2,0.0,0.0,0.0,0,0,0.0,1,0,1
GBR,2012,CTR,0,12541,229,18,10,0.10943396226415095,0.1320754716981132,0.17735849056603772,37,15,0.0,14,1,1
GBR,2012,WRF,0,12541,204,1,1,0.02027027027027027,0.02702702702702703,0.06756756756756757,0,0,0.0,0,0,0
GBR,2012,HBL,0,12541,307,28,2,0.0,0.0,0.0,0,0,0.0,0,0,0
